ID,TARGET
2,0.019534040332
5,0.0251088714564
6,0.0142500602614
7,0.0501397377595
9,0.0114691881933
11,0.136832724586
12,1.38467101674e-05
15,0.0864048117149
16,0.0497188265562
17,0.0373939103326
19,0.0102325539182
21,0.0144019965185
22,0.0334222099035
24,0.0126297995023
27,0.00910296170222
28,0.0239173833988
30,0.0298937812875
33,0.0102454691307
35,0.01431030028
37,0.03848274974
38,0.0147759742022
40,0.148780186269
41,0.0739782158442
44,0.0129466959955
46,0.0664480306752
47,0.0179041383476
48,0.0110092007539
50,0.010329400375
52,0.112791454514
53,0.0436310904463
55,0.0646637528141
57,0.0127249168453
58,0.00874660841703
59,0.0601983268882
62,0.0138672354417
63,0.0116703377301
64,0.0130332627645
65,0.0132537173317
67,0.0121243321734
69,0.0364599801843
70,0.0110010898606
71,0.0343146571469
72,0.0174144913075
73,0.000418234016727
76,0.00287534364188
78,0.00434665356846
79,0.0487431107584
81,0.00905498132328
85,0.0121318878365
86,0.0102463545457
89,0.0142091205933
94,0.0818188693344
96,0.00866226409491
97,0.0157643009068
98,0.0118747945544
99,0.0559798195327
100,0.240005274964
103,0.0787376009483
104,0.0151323732578
108,0.00740047754789
110,0.0145401085326
112,0.0266692426057
114,0.0619905230615
116,0.00225046769189
117,0.00460921722217
119,0.0314073555405
120,0.000402083788873
121,0.00828743224889
123,0.0362733430744
124,0.0124053900493
126,0.0109985086848
128,0.0109076480796
129,0.038414730877
133,0.0285142170241
138,0.00878358239449
147,0.0676437095284
149,0.0412419486012
158,0.0110086747454
160,0.0115479225128
164,0.0283288438246
167,0.0895178757902
168,0.00121761615636
174,0.0117714190131
181,0.0484265721504
185,0.0158336848612
187,0.021812356038
189,0.0138419265248
190,0.0212772244179
194,0.000605084919934
197,0.200780004649
198,0.0673776224718
201,0.0918892398319
205,0.0056416006384
208,0.0252505698721
211,0.0132247293805
216,0.0563345563525
219,0.0993105352976
223,0.00750594419109
224,0.0914982247603
226,0.0650661168819
229,0.0128772668461
230,0.0456803156688
237,0.0284698368058
238,0.0605202017254
240,0.0540521960763
243,0.0109752171278
245,0.205573543989
246,0.231522860264
247,0.0161807008482
248,0.0153371576777
249,0.0102455192001
250,0.15653090854
251,0.0112386354863
255,0.109096544433
256,0.0280816131443
257,0.0387015053597
260,0.176635696107
261,0.00754485013541
263,0.0959798979038
264,0.0890907700261
267,0.00105446151007
268,0.0194939104433
272,0.018847353021
274,0.00821383457656
275,0.0129366268101
277,0.117452234215
278,0.122608681312
280,0.00133471498171
281,0.0194707761818
282,0.08389232097
283,0.0117074479833
284,0.0578537934293
286,0.0562656387863
290,0.0189111090379
291,0.0139271181898
293,0.0707637102285
295,0.0821866535692
297,0.00976212209716
298,0.0599135598378
300,4.0984221344e-06
304,0.00153800388176
305,1.14066386519e-05
308,0.0119635182412
309,0.0105631346917
310,0.0121860330584
312,0.01285448817
313,0.0839261445652
315,6.8626097517e-05
317,0.0223434319509
318,0.0692228973437
321,0.0171112021148
323,0.088366541899
325,0.000547591805424
326,0.0612631526427
327,0.0179861136209
328,0.0540481339071
329,0.0137777879838
330,0.0167034509428
331,0.0123773190642
334,0.0518816887903
335,0.004360370173
336,0.0600654027429
337,5.6295282466e-06
338,0.0654220102801
339,0.0642624138869
341,0.21394304254
343,3.78508136759e-05
346,0.0128479179254
348,0.012202138664
350,0.0525646034706
351,0.00671451433206
352,0.0579074659895
357,0.0429988212282
358,0.0116693876614
360,0.0170012933576
361,0.0581366804218
364,0.0259149278652
