ID,TARGET
2,0.0197845403359
5,0.0296691745616
6,0.00540922923396
7,0.0711347205738
9,0.00238585034527
11,0.108809157374
12,-0.00762249342468
15,0.0869313765028
16,0.0677673478316
17,0.0391755752566
19,0.00933122313296
21,0.00751384343174
22,0.0367488823931
24,0.00623842792322
27,0.0152863855825
28,0.0376043573777
30,0.0301537653933
33,0.00174692805534
35,0.0120346370438
37,0.0689082935268
38,0.0101401562723
40,0.121003343857
41,0.0716894375312
44,0.0106249648868
46,0.0976217455973
47,0.0208548819286
48,0.00175056756699
50,0.00606353540758
52,0.104664578845
53,0.0686693934993
55,0.0742794867445
57,0.00361927304304
58,0.0419782288062
59,0.0705299621822
62,0.016778540141
63,0.010900951921
64,0.0165255791771
65,0.0191799811327
67,0.0127787093752
69,0.0420054003047
70,0.00214111978259
71,0.0798150389662
72,0.00998486529329
73,-0.00482335297021
76,-0.00379155880782
78,0.085449188565
79,0.03781153206
81,-0.000611332975555
85,0.0102863409077
86,0.00174692805534
89,0.0176764627507
94,0.0773366536133
96,0.00174692805534
97,0.0134490268795
98,0.00767280846397
99,0.0713775623545
100,0.135492150446
103,0.0937632497701
104,0.00786842805872
108,0.0293626990245
110,0.0142510995512
112,0.043919771001
114,0.0703062274996
116,0.0564005847127
117,-0.0163961881823
119,0.0578745375903
120,0.0336532360593
121,0.00835616093544
123,0.0297588653172
124,0.0111357153266
126,0.0082155656558
128,0.0121991513527
129,0.0667088463622
133,0.0460098693085
138,0.0108945350618
147,0.0712129137045
149,0.0627955089545
158,0.00175056756699
160,0.0040753901884
164,0.0365233069535
167,0.0693733243506
168,0.0579699604496
174,0.0102617446722
181,0.0723926967244
185,0.0251969240043
187,0.0320969741126
189,0.0332098497755
190,0.0322875731952
194,0.04457377377
197,0.101807271601
198,0.0728552825461
201,0.116269728695
205,-0.0060710820476
208,0.0260715316334
211,0.0107663690642
216,0.0777355915772
219,0.114681586453
223,0.00675664468219
224,0.0946632259767
226,0.0709847697488
229,0.00803227495063
230,0.0551342192087
237,0.0459027944647
238,0.076498257399
240,0.0561899500114
243,0.00458134160225
245,0.132208875679
246,0.142309502501
247,0.0150419916824
248,0.0193370014634
249,0.00174692805534
250,0.114274708773
251,0.00833394829797
255,0.0966463629726
256,0.0310172932478
257,0.055828427346
260,0.1296777841
261,0.0072800647377
263,0.0925619840669
264,0.0928369820435
267,-5.10996167482e-05
268,0.0235495042328
272,0.0116009786952
274,0.0102696924835
275,0.00901952509348
277,0.095796199916
278,0.0981244909282
280,0.0132866230656
281,0.0394242615599
282,0.0942348731595
283,0.00550608247549
284,0.0563934572382
286,0.0727427424905
290,0.0312540980406
291,0.0134437676566
293,0.074809605906
295,0.079419539721
297,0.00415792149869
298,0.0821611055003
300,-0.00185464791039
304,0.0586231238014
305,0.0100404028608
308,0.00431834071862
309,0.00358165938758
310,0.0161587005523
312,0.0129989825625
313,0.0891474757251
315,0.0631291670399
317,0.0367971001882
318,0.0756203715998
321,0.0144468702698
323,0.0744534616493
325,0.02050717776
326,0.0706323124279
327,0.0117339975463
328,0.0787813978116
329,0.0177610656233
330,0.0201759978717
331,0.0386297964274
334,0.0808529306328
335,0.0145591201443
336,0.0759944663712
337,-0.0115395891332
338,0.0722872602482
339,0.0709119133815
341,0.0869905552439
343,-0.00364606962102
346,0.00258264163904
348,0.00781728927153
350,0.0555588943928
351,-0.00489544877232
352,0.0703038925925
357,0.0423627486537
358,0.010900951921
360,0.00761024449705
361,0.0703268861989
364,0.019393332689
365,0.0715397313787
366,0.0186225282006
367,0.0168801891166
368,0.0139850992763
370,0.00689001589883
372,0.0282724825894
376,0.00252543011283
377,0.0216653837033
379,0.0624622155012
380,0.0701248055662
381,0.0777445011205
385,0.0149170212376
386,0.0176662871231
389,0.0340761324896
391,0.0334638030371
392,0.0121828245325
393,0.00280407565492
395,0.0193580171161
396,0.00522833790534
397,0.00143149412478
398,0.0184521849435
399,0.0258574008504
400,0.000387099764338
401,-0.0197868536777
403,-0.0113853987524
405,0.0396754290851
406,0.00779127078731
409,0.0684534451462
411,0.0829656130763
413,0.0140855184235
418,-0.0195473444223
419,0.0722046062775
422,0.0703038925925
424,0.1268418425
425,0.134300613832
427,0.00174692805534
430,0.0017190716007
431,0.0708771824553
434,0.0713028667858
435,0.0168711119404
437,0.0820754394539
438,-0.0490818685898
439,0.128195849027
442,0.010900951921
446,0.0119197169935
450,0.0624955227719
451,0.0646500095988
452,0.00908096136253
454,0.00264401614415
455,-0.00255034344514
463,0.0722544298211
464,0.0116978087036
465,0.00295418724784
467,0.0933980744872
468,0.0325407207898
470,0.0533119822032
472,0.0351285031287
473,0.0723922603341
475,0.0412647698122
476,0.00778913789753
479,0.0710880904279
481,0.0189963800403
483,0.0174472396474
484,0.0531538179333
486,0.0203463427977
487,0.00253512865045
491,0.0147055095205
494,0.00452799614817
495,-0.00232696057328
497,0.0470895801963
498,0.0313614954562
499,0.00550244296384
503,0.0713084815951
504,0.0566572653693
505,0.00699785114154
506,0.00177925502699
507,-0.00912733690159
508,0.126913005601
509,0.074555479608
510,0.0321911339016
511,0.00680825295824
512,0.0477908952409
516,0.00767393074629
518,0.0122191043229
519,0.0531899305455
520,-0.0165559797294
521,0.00822603350996
522,-0.0144739493623
524,0.114878461837
525,0.00577518803642
526,0.00620041773083
528,0.0710711409919
529,0.0159323826497
531,0.0496700862791
532,0.102718310391
534,0.0464875282572
536,0.0354692861413
539,0.0375780367831
540,0.0408911840382
541,0.00174692805534
542,0.077043404744
545,0.0110995660589
546,0.0076653913033
552,0.00689888508253
556,0.00635783257386
557,0.00714543701251
559,0.0128153732111
562,0.000873248519659
563,-0.0152548205492
565,0.061297309312
569,0.00722660585348
570,0.0728631056415
574,0.0339474415883
575,0.0080649315961
585,0.0053536607603
589,-0.00205026524823
590,0.060412028485
592,0.0728116286159
593,0.0211427185295
594,0.0934815528372
595,0.0708972055978
597,-0.0288918434901
601,0.00246773334529
603,0.00647637365681
604,0.00324272601043
605,0.0116465539034
607,0.00174692805534
608,0.0284661773046
610,0.0729024506822
612,0.0913496283287
613,0.0252537840228
615,0.00343520465177
616,0.130327927796
617,0.0157767131626
619,0.0129856163262
620,0.102887362337
621,0.00491018796003
624,0.0328561175672
625,0.00303617349161
628,0.00663746154714
629,0.170764570784
630,0.0165342242837
632,0.0506126515746
634,0.0066088973897
637,0.0753309669942
638,0.072411022892
642,0.0211848172298
643,0.0223600290026
644,0.0517921230241
646,0.00250967936901
655,0.0136889769938
660,0.0725320792763
664,0.0354264953549
665,0.0346252870771
666,0.00145409208401
670,0.140900029212
671,0.107136164484
672,-0.00459021440639
675,0.0161552136378
676,0.0125742880378
677,0.0713605904431
678,0.000748862168821
680,0.00810147052848
683,0.106799757306
684,0.074059407501
685,0.0226625702344
691,0.0489869946002
693,0.00340451002828
696,0.00480532277775
698,0.00156605259578
699,0.0710501087054
700,0.0511324033443
703,0.0152308219317
704,0.0451828169882
705,0.00536767121596
707,0.0998934227451
709,0.0564217784799
711,0.124758858766
713,0.0705721535656
716,0.00245535332883
719,0.00174692805534
721,0.00972480134428
722,0.0100785906597
723,-0.0137528631768
724,0.0135683116172
727,0.00845877566629
728,0.0716273403374
729,0.00605651469714
733,0.0682655205607
736,-0.0652383522104
739,0.0184050241553
742,0.125629379345
743,0.0653006718767
744,-0.00503372672452
745,0.114373808837
747,-0.00323475188278
749,0.0269506313558
750,0.0083538281009
751,0.060275272973
752,0.00948898961799
755,0.0103796649914
756,0.00223155740302
762,0.018890107652
763,0.0732717110509
